Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Year_Value
MEROPENEM(J2185),MEROPENEM,J2185,MEROPENEM,2025 (Q1-Q4),1100.0,14941,147329.5,133.93590909,9.8607522923,2025
MEROPENEM(J2185),MEROPENEM,J2185,MEROPENEM,2026 (Q1),357.0,3378,28056.29,78.589047619,8.3055920663,2026
MICAFUNGIN(J2247),MICAFUNGIN SODIUM,J2247,"INJ, MICAFUNGIN (PAR PHARM)",2025 (Q1-Q4),16.0,169,5487.73,342.983125,32.471775148,2025
MICAFUNGIN(J2247),MICAFUNGIN SODIUM,J2247,"INJ, MICAFUNGIN (PAR PHARM)",2026 (Q1),600.5,39,819.12,605.10741214,21.003076923,2026
MICAFUNGIN(J2248)*,MICAFUNGIN SODIUM*,J2248,MICAFUNGIN SODIUM INJECTION,2025 (Q1-Q4),273.0,3851,119624.95,438.18663004,31.063347183,2025
MICAFUNGIN(J2248)*,MICAFUNGIN SODIUM*,J2248,MICAFUNGIN SODIUM INJECTION,2026 (Q1),51.0,497,13397.81,262.70215686,26.957364185,2026
MIDAZOLAM HCL,MIDAZOLAM HCL,J2250,INJ MIDAZOLAM HYDROCHLORIDE,2025 (Q1-Q4),57212.0,90965,37125.8,0.6489163113,0.4081327983,2025
MIDAZOLAM HCL,MIDAZOLAM HCL,J2250,INJ MIDAZOLAM HYDROCHLORIDE,2026 (Q1),16364.0,19674,7954.52,0.4860987534,0.4043163566,2026
MILRINONE IN 5% DEXTROSE*,MILRINONE LACTATE*,J2260,INJ MILRINONE LACTATE / 5 MG,2025 (Q1-Q4),1690.0,33965,2766268.01,1636.8449763,81.444663919,2025
MILRINONE IN 5% DEXTROSE*,MILRINONE LACTATE*,J2260,INJ MILRINONE LACTATE / 5 MG,2026 (Q1),823.0,7266,551122.63,669.65082625,75.849522433,2026
OMVOH PEN*,MIRIKIZUMAB-MRKZ*,J2267,"INJ, MIRIKIZUMAB-MRKZ, 1 MG",2025 (Q1-Q4),135.0,373,8066023.25,59748.32037,21624.727212,2025
OMVOH PEN*,MIRIKIZUMAB-MRKZ*,J2267,"INJ, MIRIKIZUMAB-MRKZ, 1 MG",2026 (Q1),48.0,90,1935037.6,40313.283333,21500.417778,2026
MORPHINE SULFATE(J2270),MORPHINE SULFATE,J2270,MORPHINE SULFATE INJECTION,2025 (Q1-Q4),3162.0,5793,47127.15,14.904222011,8.1351890212,2025
MORPHINE SULFATE(J2270),MORPHINE SULFATE,J2270,MORPHINE SULFATE INJECTION,2026 (Q1),790.0,1262,8201.62,10.381797468,6.4989064976,2026
MORPHINE SULFATE(J2272),MORPHINE SULFATE,J2272,"INJ, MORPHINE (FRESENIUS)",2025 (Q1-Q4),96.0,116,1701.87,17.7278125,14.671293103,2025
MORPHINE SULFATE(J2272),MORPHINE SULFATE,J2272,"INJ, MORPHINE (FRESENIUS)",2026 (Q1),23.0,27,209.58,9.112173913,7.7622222222,2026
DURAMORPH*,MORPHINE SULFATE*,J2274,INJ MORPHINE PF EPID ITHC,2025 (Q1-Q4),918.0,2956,1102812.29,1201.3205773,373.07587618,2025
DURAMORPH*,MORPHINE SULFATE*,J2274,INJ MORPHINE PF EPID ITHC,2026 (Q1),469.0,657,322233.11,687.06420043,490.46135464,2026
APHEXDA,MOTIXAFORTIDE ACETATE,J2277,"INJ, MOTIXAFORTIDE, 0.25 MG",2025 (Q1-Q4),101.0,112,1328199.99,13150.49495,11858.928482,2025
APHEXDA,MOTIXAFORTIDE ACETATE,J2277,"INJ, MOTIXAFORTIDE, 0.25 MG",2026 (Q1),30.0,33,433524.43,14450.814333,13137.103939,2026
PRIALT,ZICONOTIDE ACETATE,J2278,ZICONOTIDE INJECTION,2025 (Q1-Q4),284.0,954,3196561.42,11255.497958,3350.6933124,2025
PRIALT,ZICONOTIDE ACETATE,J2278,ZICONOTIDE INJECTION,2026 (Q1),117.0,163,553257.29,4728.6947863,3394.2165031,2026
MOXIFLOXACIN,MOXIFLOXACIN-SOD.CHLORIDE(ISO),J2280,"INJ, MOXIFLOXACIN 100 MG",2025 (Q1-Q4),5262.0,8377,76068.29,14.456155454,9.0806123911,2025
MOXIFLOXACIN,MOXIFLOXACIN-SOD.CHLORIDE(ISO),J2280,"INJ, MOXIFLOXACIN 100 MG",2026 (Q1),1518.0,2225,20708.42,13.641910408,9.3071550562,2026
NAFCILLIN SODIUM,NAFCILLIN SODIUM,J2290,"INJ, NAFCILLIN SODIUM, 20 MG",2025 (Q1-Q4),600.5,66,34177.84,605.10741214,517.84606061,2025
NAFCILLIN SODIUM,NAFCILLIN SODIUM,J2290,"INJ, NAFCILLIN SODIUM, 20 MG",2026 (Q1),600.5,69,2049.6,605.10741214,29.704347826,2026
NALBUPHINE HCL,NALBUPHINE HCL,J2300,INJ NALBUPHINE HYDROCHLORIDE,2025 (Q1-Q4),357.0,1465,5431.18,15.213389356,3.7072901024,2025
NALBUPHINE HCL,NALBUPHINE HCL,J2300,INJ NALBUPHINE HYDROCHLORIDE,2026 (Q1),127.0,362,1488.71,11.722125984,4.1124585635,2026
NITROGLYCERIN IN D5W*,NITROGLYCERIN IN 5 % DEXTROSE*,J2305,"INJ, NITROGLYCERIN, 5 MG",2025 (Q1-Q4),431.0,486,3240.03,7.5174709977,6.6667283951,2025
NITROGLYCERIN IN D5W*,NITROGLYCERIN IN 5 % DEXTROSE*,J2305,"INJ, NITROGLYCERIN, 5 MG",2026 (Q1),156.0,164,1478.84,9.4797435897,9.0173170732,2026
NALOXONE HCL(J2310),NALOXONE HCL,J2310,INJ NALOXONE HYDROCHLORIDE,2025 (Q1-Q4),43.0,44,550.85,12.810465116,12.519318182,2025
NALOXONE HCL(J2312),NALOXONE HCL,J2312,"INJ NALOXONE HCL NOS, 0.01MG",2025 (Q1-Q4),23.0,23,139.4,6.0608695652,6.0608695652,2025
NALOXONE HCL(J2312),NALOXONE HCL,J2312,"INJ NALOXONE HCL NOS, 0.01MG",2026 (Q1),18.0,18,175.36,9.7422222222,9.7422222222,2026
VIVITROL,NALTREXONE MICROSPHERES,J2315,"NALTREXONE, DEPOT FORM",2025 (Q1-Q4),805.0,2876,3281096.56,4075.8963478,1140.8541586,2025
VIVITROL,NALTREXONE MICROSPHERES,J2315,"NALTREXONE, DEPOT FORM",2026 (Q1),347.0,668,866369.11,2496.740951,1296.9597455,2026
TYSABRI,NATALIZUMAB,J2323,NATALIZUMAB INJECTION,2025 (Q1-Q4),2625.0,21691,152041606.46,57920.611985,7009.4327813,2025
TYSABRI,NATALIZUMAB,J2323,NATALIZUMAB INJECTION,2026 (Q1),2063.0,4821,34713828.8,16826.868056,7200.5452811,2026
SKYRIZI,RISANKIZUMAB-RZAA,J2327,INJ RISANKIZUMAB-RZAA 1 MG,2025 (Q1-Q4),5065.0,12655,133324872.26,26322.778334,10535.351423,2025
SKYRIZI,RISANKIZUMAB-RZAA,J2327,INJ RISANKIZUMAB-RZAA 1 MG,2026 (Q1),1526.0,2523,27137672.95,17783.534043,10756.112941,2026
BRIUMVI,UBLITUXIMAB-XIIY,J2329,"INJ UBLITUXIMAB-XIIY, 1 MG",2025 (Q1-Q4),980.0,1945,48338655.71,49325.158888,24852.779285,2025
BRIUMVI,UBLITUXIMAB-XIIY,J2329,"INJ UBLITUXIMAB-XIIY, 1 MG",2026 (Q1),499.0,599,15511525.76,31085.221964,25895.702437,2026
OCREVUS,OCRELIZUMAB,J2350,"INJECTION, OCRELIZUMAB, 1 MG",2025 (Q1-Q4),11393.0,20144,633566006.34,55610.112028,31451.847018,2025
OCREVUS,OCRELIZUMAB,J2350,"INJECTION, OCRELIZUMAB, 1 MG",2026 (Q1),4297.0,4531,143967311.71,33504.14515,31773.849417,2026
OCREVUS ZUNOVO,OCRELIZUMAB-HYALURONIDASE-OCSQ,J2351,INJ OCRELIZUMAB 1MG HYA-OCSQ,2025 (Q1-Q4),315.0,390,14246515.57,45227.033556,36529.527103,2025
OCREVUS ZUNOVO,OCRELIZUMAB-HYALURONIDASE-OCSQ,J2351,INJ OCRELIZUMAB 1MG HYA-OCSQ,2026 (Q1),260.0,292,10444000.24,40169.231692,35767.12411,2026
OCTREOTIDE ACETATE ER*,"OCTREOTIDE ACETATE,MI-SPHERES*",J2353,"OCTREOTIDE INJECTION, DEPOT",2025 (Q1-Q4),8961.0,76199,453602768.83,50619.659506,5952.8703635,2025
OCTREOTIDE ACETATE ER*,"OCTREOTIDE ACETATE,MI-SPHERES*",J2353,"OCTREOTIDE INJECTION, DEPOT",2026 (Q1),6910.0,17897,101308537.56,14661.148706,5660.643547,2026
OCTREOTIDE ACETATE*,OCTREOTIDE ACETATE*,J2354,"OCTREOTIDE INJ, NON-DEPOT",2025 (Q1-Q4),600.5,17,25140.88,605.10741214,1478.8752941,2025
TEZSPIRE,TEZEPELUMAB-EKKO,J2356,"INJ TEZEPELUMAB-EKKO, 1MG",2025 (Q1-Q4),9670.0,79279,290085047.0,29998.453671,3659.0401872,2025
TEZSPIRE,TEZEPELUMAB-EKKO,J2356,"INJ TEZEPELUMAB-EKKO, 1MG",2026 (Q1),8274.0,20787,75173475.66,9085.5058811,3616.3696378,2026
XOLAIR,OMALIZUMAB,J2357,OMALIZUMAB INJECTION,2025 (Q1-Q4),17712.0,182723,434236084.8,24516.490786,2376.4719537,2025
XOLAIR,OMALIZUMAB,J2357,OMALIZUMAB INJECTION,2026 (Q1),13732.0,40450,108123690.0,7873.8486746,2673.0207664,2026
ZYPREXA RELPREVV,OLANZAPINE PAMOATE,J2358,OLANZAPINE LONG-ACTING INJ,2025 (Q1-Q4),160.0,216,46277.42,289.233875,214.24731481,2025
ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,J2360,ORPHENADRINE INJECTION,2025 (Q1-Q4),2690.0,3846,45857.93,17.047557621,11.923538742,2025
ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,J2360,ORPHENADRINE INJECTION,2026 (Q1),740.0,916,6149.0,8.3094594595,6.7128820961,2026
PHENYLEPHRINE HCL-0.9% NACL*,PHENYLEPHRINE HCL IN 0.9% NACL*,J2371,INJ PHENYLEPHRINE HCL 20 MCG,2025 (Q1-Q4),345.0,371,1883.46,5.4593043478,5.0767115903,2025
PHENYLEPHRINE HCL-0.9% NACL*,PHENYLEPHRINE HCL IN 0.9% NACL*,J2371,INJ PHENYLEPHRINE HCL 20 MCG,2026 (Q1),96.0,99,334.54,3.4847916667,3.3791919192,2026
IMMPHENTIV,PHENYLEPHRINE HCL,J2373,"INJ, IMMPHENTIV, 20 MCG",2025 (Q1-Q4),1766.0,1796,9014.44,5.1044394111,5.0191759465,2025
CHLOROPROCAINE HCL*,CHLOROPROCAINE HCL*,J2401,CHLOROPROCAINE HCL INJECTION,2025 (Q1-Q4),97.0,135,114.74,1.1828865979,0.8499259259,2025
CHLOROPROCAINE HCL*,CHLOROPROCAINE HCL*,J2401,CHLOROPROCAINE HCL INJECTION,2026 (Q1),20.0,20,1.04,0.052,0.052,2026
IHEEZO,CHLOROPROCAINE HCL,J2403,"CHLOROPROCAINE OPHT GEL, 1MG",2025 (Q1-Q4),46562.0,128008,66918368.45,1437.1884466,522.76708057,2025
IHEEZO,CHLOROPROCAINE HCL,J2403,"CHLOROPROCAINE OPHT GEL, 1MG",2026 (Q1),23020.0,37882,19588213.7,850.92153345,517.08499287,2026
ONDANSETRON HCL(J2405),ONDANSETRON HCL,J2405,ONDANSETRON HCL INJECTION,2025 (Q1-Q4),52173.0,190859,153935.64,2.9504847335,0.8065411639,2025
ONDANSETRON HCL(J2405),ONDANSETRON HCL,J2405,ONDANSETRON HCL INJECTION,2026 (Q1),17282.0,43411,35445.81,2.0510247657,0.8165167815,2026
KIMYRSA,ORITAVANCIN DIPHOSPHATE,J2406,"INJECTION, ORITAVANCIN 10 MG",2025 (Q1-Q4),933.0,1390,7117485.01,7628.6012969,5120.4928129,2025
KIMYRSA,ORITAVANCIN DIPHOSPHATE,J2406,"INJECTION, ORITAVANCIN 10 MG",2026 (Q1),91.0,133,713326.25,7838.75,5363.3552632,2026
ORBACTIV,ORITAVANCIN DIPHOSPHATE,J2407,"INJECTION, ORITAVANCIN",2025 (Q1-Q4),313.0,660,2197472.99,7020.6804792,3329.5045303,2025
ORBACTIV,ORITAVANCIN DIPHOSPHATE,J2407,"INJECTION, ORITAVANCIN",2026 (Q1),63.0,108,354351.64,5624.6292063,3281.0337037,2026
KEPIVANCE,PALIFERMIN,J2425,PALIFERMIN INJECTION,2025 (Q1-Q4),600.5,25,114077.13,605.10741214,4563.0852,2025
INVEGA SUSTENNA,PALIPERIDONE PALMITATE,J2426,"INJ, INVEGA SUSTENNA, 1 MG",2025 (Q1-Q4),1653.0,8509,17611483.39,10654.254924,2069.7477248,2025
INVEGA SUSTENNA,PALIPERIDONE PALMITATE,J2426,"INJ, INVEGA SUSTENNA, 1 MG",2026 (Q1),849.0,1926,4489417.78,5287.8890224,2330.9541952,2026
INVEGA HAFYERA*,PALIPERIDONE PALMITATE*,J2427,"INJ, INVEGA HAFYERA/TRINZA",2025 (Q1-Q4),307.0,791,4385537.97,14285.139967,5544.2957901,2025
INVEGA HAFYERA*,PALIPERIDONE PALMITATE*,J2427,"INJ, INVEGA HAFYERA/TRINZA",2026 (Q1),167.0,184,1016323.86,6085.7716168,5523.4992391,2026
ERZOFRI,PALIPERIDONE PALMITATE,J2428,"INJ, ERZOFRI, 1 MG",2025 (Q1-Q4),64.0,174,505350.09,7896.0951563,2904.3108621,2025
ERZOFRI,PALIPERIDONE PALMITATE,J2428,"INJ, ERZOFRI, 1 MG",2026 (Q1),19.0,31,74624.48,3927.6042105,2407.2412903,2026
PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM,J2430,PAMIDRONATE DISODIUM /30 MG,2025 (Q1-Q4),235.0,695,19369.47,82.423276596,27.869741007,2025
PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM,J2430,PAMIDRONATE DISODIUM /30 MG,2026 (Q1),80.0,118,3014.9,37.68625,25.55,2026
POSFREA,PALONOSETRON HCL,J2468,"INJ, PALONOSETRON (POSFREA)",2025 (Q1-Q4),8903.0,41009,23720472.78,2664.3235741,578.42114609,2025
POSFREA,PALONOSETRON HCL,J2468,"INJ, PALONOSETRON (POSFREA)",2026 (Q1),7839.0,21414,12274210.96,1565.7878505,573.18627814,2026
PALONOSETRON HCL,PALONOSETRON HCL,J2469,PALONOSETRON HCL,2025 (Q1-Q4),40339.0,232163,1113140.87,27.594657032,4.7946523348,2025
PALONOSETRON HCL,PALONOSETRON HCL,J2469,PALONOSETRON HCL,2026 (Q1),13755.0,41742,150224.82,10.921470011,3.5988888889,2026
PARICALCITOL*,PARICALCITOL*,J2501,PARICALCITOL,2025 (Q1-Q4),600.5,11,545.05,605.10741214,49.55,2025
SIGNIFOR LAR,PASIREOTIDE PAMOATE,J2502,"INJ, PASIREOTIDE LONG ACTING",2025 (Q1-Q4),13.0,118,2656509.01,204346.84692,22512.78822,2025
SIGNIFOR LAR,PASIREOTIDE PAMOATE,J2502,"INJ, PASIREOTIDE LONG ACTING",2026 (Q1),600.5,21,497304.38,605.10741214,23681.160952,2026
NEULASTA ONPRO*,PEGFILGRASTIM*,J2506,INJ PEGFILGRAST EX BIO 0.5MG,2025 (Q1-Q4),26681.0,94469,53394178.96,2001.2060627,565.20317734,2025
NEULASTA ONPRO*,PEGFILGRASTIM*,J2506,INJ PEGFILGRAST EX BIO 0.5MG,2026 (Q1),9601.0,20607,31452185.51,3275.9280815,1526.2864808,2026
KRYSTEXXA,PEGLOTICASE,J2507,PEGLOTICASE INJECTION,2025 (Q1-Q4),1130.0,11733,327927077.67,290200.95369,27949.124492,2025
KRYSTEXXA,PEGLOTICASE,J2507,PEGLOTICASE INJECTION,2026 (Q1),669.0,2633,76712666.17,114667.66244,29135.080201,2026
ELFABRIO,PEGUNIGALSIDASE ALFA-IWXJ,J2508,PEGUNIGALSIDASE ALFA-IWXJ,2025 (Q1-Q4),23.0,272,5832725.6,253596.76522,21443.844118,2025
ELFABRIO,PEGUNIGALSIDASE ALFA-IWXJ,J2508,PEGUNIGALSIDASE ALFA-IWXJ,2026 (Q1),23.0,94,1794008.72,78000.37913,19085.199149,2026
NEBUPENT(J2516)*,PENTAMIDINE ISETHIONATE*,J2516,PENTAMIDINE NON-COMP UNIT,2026 (Q1),37.0,73,5357.66,144.80162162,73.39260274,2026
PENICILLIN G POTASSIUM*,PENICILLIN G POTASSIUM*,J2540,PENICILLIN G POTASSIUM INJ,2025 (Q1-Q4),119.0,394,11562.18,97.161176471,29.345634518,2025
PENICILLIN G POTASSIUM*,PENICILLIN G POTASSIUM*,J2540,PENICILLIN G POTASSIUM INJ,2026 (Q1),19.0,42,1075.47,56.603684211,25.606428571,2026
PIPERACILLIN-TAZOBACTAM*,PIPERACILLIN SODIUM*,J2543,PIPERACILLIN/TAZOBACTAM,2025 (Q1-Q4),1170.0,4056,62611.48,53.51408547,15.436755424,2025
PIPERACILLIN-TAZOBACTAM*,PIPERACILLIN SODIUM*,J2543,PIPERACILLIN/TAZOBACTAM,2026 (Q1),285.0,873,14669.92,51.473403509,16.804032073,2026
NEBUPENT(J2545)*,PENTAMIDINE ISETHIONATE*,J2545,PENTAMIDINE NON-COMP UNIT,2025 (Q1-Q4),510.0,1957,150222.93,294.55476471,76.76184466,2025
NEBUPENT(J2545)*,PENTAMIDINE ISETHIONATE*,J2545,PENTAMIDINE NON-COMP UNIT,2026 (Q1),124.0,207,20408.74,164.5866129,98.59294686,2026
PHENERGAN*,PROMETHAZINE HCL*,J2550,PROMETHAZINE HCL INJECTION,2025 (Q1-Q4),9780.0,15768,52344.02,5.3521492843,3.3196359716,2025
PHENERGAN*,PROMETHAZINE HCL*,J2550,PROMETHAZINE HCL INJECTION,2026 (Q1),2106.0,2981,12184.96,5.7858309592,4.0875410936,2026
MOZOBIL*,PLERIXAFOR*,J2562,PLERIXAFOR INJECTION,2025 (Q1-Q4),1274.0,1929,2484382.61,1950.064843,1287.9121877,2025
MOZOBIL*,PLERIXAFOR*,J2562,PLERIXAFOR INJECTION,2026 (Q1),310.0,424,328184.06,1058.6582581,774.01900943,2026
DDAVP*,DESMOPRESSIN ACETATE*,J2597,INJ DESMOPRESSIN ACETATE,2025 (Q1-Q4),2335.0,2615,272535.31,116.71747752,104.22000382,2025
DDAVP*,DESMOPRESSIN ACETATE*,J2597,INJ DESMOPRESSIN ACETATE,2026 (Q1),43.0,49,3576.55,83.175581395,72.990816327,2026
VASOPRESSIN*,VASOPRESSIN*,J2598,"INJ, VASOPRESSIN, 1 UNIT",2025 (Q1-Q4),15.0,16,589.66,39.310666667,36.85375,2025
VASOPRESSIN-0.9% NACL,VASOPRESSIN IN 0.9 % NACL,J2601,"INJ, VASOPRESSIN (BAXTER)",2025 (Q1-Q4),244.0,244,16146.56,66.17442623,66.17442623,2025
VASOPRESSIN-0.9% NACL,VASOPRESSIN IN 0.9 % NACL,J2601,"INJ, VASOPRESSIN (BAXTER)",2026 (Q1),75.0,75,3744.78,49.9304,49.9304,2026
PROGESTERONE,PROGESTERONE,J2675,INJ PROGESTERONE PER 50 MG,2025 (Q1-Q4),140.0,852,639.25,4.5660714286,0.7502934272,2025
PROGESTERONE,PROGESTERONE,J2675,INJ PROGESTERONE PER 50 MG,2026 (Q1),78.0,200,144.09,1.8473076923,0.72045,2026
FLUPHENAZINE HCL,FLUPHENAZINE HCL,J2679,INJ FLUPHENAZINE HCL 1.25 MG,2025 (Q1-Q4),39.0,50,2859.09,73.31,57.1818,2025
FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,J2680,FLUPHENAZINE DECANOATE 25 MG,2025 (Q1-Q4),239.0,1513,16369.01,68.48958159,10.818909451,2025
FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,J2680,FLUPHENAZINE DECANOATE 25 MG,2026 (Q1),121.0,307,1859.02,15.363801653,6.0554397394,2026
PROCAINAMIDE HCL,PROCAINAMIDE HCL,J2690,PROCAINAMIDE HCL INJECTION,2025 (Q1-Q4),198.0,257,63885.46,322.65383838,248.58155642,2025
PROCAINAMIDE HCL,PROCAINAMIDE HCL,J2690,PROCAINAMIDE HCL INJECTION,2026 (Q1),52.0,79,24125.32,463.94846154,305.38379747,2026
OXACILLIN SODIUM*,OXACILLIN SODIUM*,J2700,OXACILLIN SODIUM INJECITON,2025 (Q1-Q4),13.0,127,12141.55,933.96538462,95.602755906,2025
DIPRIVAN*,PROPOFOL IN LIPID EMULSIONS*,J2704,"INJ, PROPOFOL, 10 MG",2025 (Q1-Q4),28322.0,37594,94470.44,3.3355850576,2.5129126988,2025
DIPRIVAN*,PROPOFOL IN LIPID EMULSIONS*,J2704,"INJ, PROPOFOL, 10 MG",2026 (Q1),6690.0,7494,20182.74,3.0168520179,2.6931865492,2026
PROTAMINE SULFATE,PROTAMINE SULFATE,J2720,INJ PROTAMINE SULFATE/10 MG,2025 (Q1-Q4),480.0,583,2511.01,5.2312708333,4.3070497427,2025
PROTAMINE SULFATE,PROTAMINE SULFATE,J2720,INJ PROTAMINE SULFATE/10 MG,2026 (Q1),109.0,116,543.58,4.9869724771,4.6860344828,2026
PHENTOLAMINE MESYLATE,PHENTOLAMINE MESYLATE,J2760,PHENTOLAINE MESYLATE INJ,2025 (Q1-Q4),607.0,701,155195.49,255.6762603,221.39156919,2025
PHENTOLAMINE MESYLATE,PHENTOLAMINE MESYLATE,J2760,PHENTOLAINE MESYLATE INJ,2026 (Q1),156.0,175,39291.87,251.87096154,224.52497143,2026
METOCLOPRAMIDE HCL,METOCLOPRAMIDE HCL,J2765,METOCLOPRAMIDE HCL INJECTION,2025 (Q1-Q4),1538.0,3076,3954.21,2.5710078023,1.2855039012,2025
METOCLOPRAMIDE HCL,METOCLOPRAMIDE HCL,J2765,METOCLOPRAMIDE HCL INJECTION,2026 (Q1),397.0,585,769.16,1.9374307305,1.3148034188,2026
VABYSMO,FARICIMAB-SVOA,J2777,"INJ, FARICIMAB-SVOA, 0.1MG",2025 (Q1-Q4),213777.0,994661,2378138734.4,11124.390063,2390.9037697,2025
VABYSMO,FARICIMAB-SVOA,J2777,"INJ, FARICIMAB-SVOA, 0.1MG",2026 (Q1),157513.0,242296,554863262.3,3522.6505895,2290.0223788,2026
LUCENTIS,RANIBIZUMAB,J2778,RANIBIZUMAB INJECTION,2025 (Q1-Q4),21507.0,82587,44798421.18,2082.9693207,542.43913909,2025
LUCENTIS,RANIBIZUMAB,J2778,RANIBIZUMAB INJECTION,2026 (Q1),9206.0,13447,4780597.29,519.29147187,355.51403956,2026
SUSVIMO,RANIBIZUMAB,J2779,"INJ, SUSVIMO 0.1 MG",2025 (Q1-Q4),493.0,818,6102918.48,12379.14499,7460.7805379,2025
SUSVIMO,RANIBIZUMAB,J2779,"INJ, SUSVIMO 0.1 MG",2026 (Q1),309.0,342,2526254.49,8175.5808738,7386.7090351,2026
SYFOVRE,PEGCETACOPLAN,J2781,"INJ, PEGCETACOPLAN, 1MG",2025 (Q1-Q4),32021.0,168366,451069360.05,14086.673122,2679.1000561,2025
SYFOVRE,PEGCETACOPLAN,J2781,"INJ, PEGCETACOPLAN, 1MG",2026 (Q1),24179.0,41654,109568082.68,4531.5390496,2630.4336361,2026
IZERVAY,AVACINCAPTAD PEGOL SODIUM,J2782,INJ AVACINCAPTAD PEGOL 0.1MG,2025 (Q1-Q4),27497.0,140741,364934587.1,13271.796454,2592.9515003,2025
IZERVAY,AVACINCAPTAD PEGOL SODIUM,J2782,INJ AVACINCAPTAD PEGOL 0.1MG,2026 (Q1),23315.0,41264,105232261.84,4513.5004006,2550.2196064,2026
ELITEK,RASBURICASE,J2783,RASBURICASE,2025 (Q1-Q4),1523.0,2227,10710762.64,7032.6740906,4809.5027571,2025
ELITEK,RASBURICASE,J2783,RASBURICASE,2026 (Q1),375.0,468,1986580.85,5297.5489333,4244.8308761,2026
LEXISCAN*,REGADENOSON*,J2785,REGADENOSON INJECTION,2025 (Q1-Q4),583372.0,588574,8094336.21,13.875085212,13.752452895,2025
LEXISCAN*,REGADENOSON*,J2785,REGADENOSON INJECTION,2026 (Q1),141709.0,142015,1479772.25,10.442330762,10.419830652,2026
CINQAIR,RESLIZUMAB,J2786,"INJECTION, RESLIZUMAB, 1MG",2025 (Q1-Q4),276.0,2498,7467810.35,27057.283877,2989.5157526,2025
CINQAIR,RESLIZUMAB,J2786,"INJECTION, RESLIZUMAB, 1MG",2026 (Q1),205.0,540,1664202.98,8118.0633171,3081.8573704,2026
HYPERRHO*,RHO(D) IMMUNE GLOBULIN*,J2790,RHO D IMMUNE GLOBULIN INJ,2025 (Q1-Q4),118.0,120,9587.08,81.246440678,79.892333333,2025
HYPERRHO*,RHO(D) IMMUNE GLOBULIN*,J2790,RHO D IMMUNE GLOBULIN INJ,2026 (Q1),28.0,29,2230.59,79.663928571,76.916896552,2026
RHOPHYLAC,RHO(D) IMMUNE GLOBULIN,J2791,RHOPHYLAC INJECTION,2025 (Q1-Q4),37.0,38,2418.93,65.376486486,63.656052632,2025
WINRHO SDF,RHO(D) IMMUNE GLOBULIN,J2792,"RHO(D) IMMUNE GLOBULIN H, SD",2025 (Q1-Q4),16.0,44,280561.4,17535.0875,6376.3954545,2025
RISPERDAL CONSTA*,RISPERIDONE MICROSPHERES*,J2794,"INJ RISPERDAL CONSTA, 0.5 MG",2025 (Q1-Q4),230.0,2512,1683517.05,7319.6393478,670.18990844,2025
RISPERDAL CONSTA*,RISPERIDONE MICROSPHERES*,J2794,"INJ RISPERDAL CONSTA, 0.5 MG",2026 (Q1),140.0,517,388387.7,2774.1978571,751.23346228,2026
NAROPIN*,ROPIVACAINE HCL*,J2795,ROPIVACAINE HCL INJECTION,2025 (Q1-Q4),14208.0,22950,55889.17,3.9336409065,2.4352579521,2025
NAROPIN*,ROPIVACAINE HCL*,J2795,ROPIVACAINE HCL INJECTION,2026 (Q1),4457.0,5366,11736.53,2.6332802333,2.1872027581,2026
PERSERIS,RISPERIDONE,J2798,"INJ., PERSERIS, 0.5 MG",2025 (Q1-Q4),41.0,178,53851.27,1313.4456098,302.53522472,2025
PERSERIS,RISPERIDONE,J2798,"INJ., PERSERIS, 0.5 MG",2026 (Q1),14.0,37,15199.21,1085.6578571,410.78945946,2026
UZEDY,RISPERIDONE,J2799,"INJ, UZEDY, 1 MG",2025 (Q1-Q4),122.0,404,587794.99,4817.9917213,1454.9380941,2025
UZEDY,RISPERIDONE,J2799,"INJ, UZEDY, 1 MG",2026 (Q1),76.0,143,206929.99,2722.7630263,1447.0628671,2026
METHOCARBAMOL*,METHOCARBAMOL*,J2800,METHOCARBAMOL INJECTION,2025 (Q1-Q4),583.0,1092,6445.71,11.056106346,5.9026648352,2025
METHOCARBAMOL*,METHOCARBAMOL*,J2800,METHOCARBAMOL INJECTION,2026 (Q1),176.0,231,1120.57,6.366875,4.850952381,2026
NPLATE,ROMIPLOSTIM,J2802,"INJ, ROMIPLOSTIM 1 MICROGRAM",2025 (Q1-Q4),7737.0,103087,429376030.07,55496.449537,4165.1811583,2025
NPLATE,ROMIPLOSTIM,J2802,"INJ, ROMIPLOSTIM 1 MICROGRAM",2026 (Q1),4727.0,24900,106700940.78,22572.655126,4285.1783446,2026
KINEVAC*,SINCALIDE*,J2805,SINCALIDE INJECTION,2025 (Q1-Q4),3021.0,3039,396055.83,131.10090367,130.32439289,2025
KINEVAC*,SINCALIDE*,J2805,SINCALIDE INJECTION,2026 (Q1),653.0,654,72719.85,111.36271057,111.19243119,2026
