Cluster,Tot_Benes,Tot_Clms,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Claims_per_Beneficiary,Log_Tot_Spending,Count
0,25054.45983935743,42680.8453815261,25251.680874281614,6092.709012164352,3.2533618328828187,12.906298807286168,996
1,4236512.0,4763556.75,93.776471594025,87.4633614724,1.2054251072201838,19.229683192801375,4
